Strain,Value,Country
HCOV-19_JAPAN_20200215_EPI_ISL_416569,0.237939732187593,China
HCOV-19_JAPAN_20200217_EPI_ISL_416630,0.238411652190908,China
HCOV-19_JAPAN_20200216_EPI_ISL_416606,0.239319933027558,China
HCOV-19_JAPAN_20200216_EPI_ISL_416596,0.242696637957803,China
HCOV-19_JAPAN_20200217_EPI_ISL_416628,0.243228786594232,China
HCOV-19_JAPAN_20200216_EPI_ISL_416593,0.243450028836736,China
HCOV-19_JAPAN_20200215_EPI_ISL_416571,0.243950368292208,China
HCOV-19_JAPAN_20200215_EPI_ISL_416583,0.244548929702868,China
HCOV-19_JAPAN_20200216_EPI_ISL_416605,0.244713264287735,China
HCOV-19_JAPAN_20200217_EPI_ISL_416631,0.245405006996999,China
HCOV-19_HONGKONG_20200222_EPI_ISL_414571,0.245670487144428,China
HCOV-19_JAPAN_20200217_EPI_ISL_416610,0.245796750678161,China
HCOV-19_JAPAN_20200216_EPI_ISL_416587,0.246322751874237,China
HCOV-19_JAPAN_20200216_EPI_ISL_416598,0.246388684989532,China
HCOV-19_JAPAN_20200220_EPI_ISL_413459,0.24647467400386,China
HCOV-19_JAPAN_20200215_EPI_ISL_416582,0.247364202765585,China
HCOV-19_JAPAN_20200210_EPI_ISL_412969,0.249496042937677,China
HCOV-19_JAPAN_20200216_EPI_ISL_416604,0.249502096935955,China
HCOV-19_JAPAN_20200217_EPI_ISL_416624,0.249975243385319,China
HCOV-19_JAPAN_20200217_EPI_ISL_416619,0.25091768712765,China
HCOV-19_JAPAN_20200217_EPI_ISL_416625,0.252641618387736,China
HCOV-19_JAPAN_20200217_EPI_ISL_416613,0.252733922220393,Colombia
HCOV-19_JAPAN_20200215_EPI_ISL_416565,0.253300933302409,Colombia
HCOV-19_JAPAN_20200216_EPI_ISL_416603,0.253326946977816,Congo
HCOV-19_CHINA_20200129_EPI_ISL_412967,0.253729231996733,Congo
HCOV-19_HONGKONG_20200201_EPI_ISL_412030,0.254166647658438,Congo
HCOV-19_SINGAPORE_20200129_EPI_ISL_418994,0.254306254187709,Congo
HCOV-19_JAPAN_20200216_EPI_ISL_416591,0.255915100896774,Congo
HCOV-19_JAPAN_20200216_EPI_ISL_416589,0.255948790022261,Congo
HCOV-19_SINGAPORE_20200201_EPI_ISL_407988,0.255972706158247,Congo
HCOV-19_FRANCE_20200202_EPI_ISL_411218,0.257051101483185,Congo
HCOV-19_FRANCE_20200129_EPI_ISL_408430,0.257385363388491,Congo
HCOV-19_FRANCE_20200129_EPI_ISL_410984,0.257506599481627,Congo
HCOV-19_USA_20200217_EPI_ISL_414484,0.258572215410932,Congo
HCOV-19_CHONGQING_20200118_EPI_ISL_408481,0.261445368494955,Congo
HCOV-19_FRANCE_20200305_EPI_ISL_416507,0.261914519510061,Congo
HCOV-19_FRANCE_20200301_EPI_ISL_416503,0.262148986420115,Congo
HCOV-19_SPAIN_20200307_EPI_ISL_419237,0.26291415893181,Congo
HCOV-19_GEORGIA_20200311_EPI_ISL_416480,0.263027298140198,Congo
HCOV-19_GEORGIA_20200227_EPI_ISL_415641,0.263366907386561,Congo
HCOV-19_GEORGIA_20200310_EPI_ISL_415643,0.266400308347238,Congo
HCOV-19_NORWAY_20200301_EPI_ISL_417486,0.267045831989357,Congo
HCOV-19_NORWAY_20200301_EPI_ISL_417487,0.267282096233008,Czech Republic
HCOV-19_BELGIUM_20200306_EPI_ISL_418805,0.267779380360243,Czech Republic
HCOV-19_PORTUGAL_20200317_EPI_ISL_418025,0.268253435183826,Czech Republic
HCOV-19_NORWAY_20200229_EPI_ISL_417488,0.268535260111068,Denmark
HCOV-19_ITALY_20200129_EPI_ISL_412974,0.268921906159794,Denmark
HCOV-19_USA_20200324_EPI_ISL_418891,0.268977199011377,Denmark
HCOV-19_NORWAY_20200227_EPI_ISL_417483,0.26915588338904,Denmark
HCOV-19_ENGLAND_20200318_EPI_ISL_418718,0.269698321303272,Denmark
HCOV-19_ENGLAND_20200228_EPI_ISL_414007,0.269840966310152,Denmark
HCOV-19_ENGLAND_20200305_EPI_ISL_417282,0.270576908124848,Denmark
HCOV-19_PORTUGAL_20200318_EPI_ISL_419386,0.271458168452041,Denmark
HCOV-19_ENGLAND_20200315_EPI_ISL_418672,0.272184711534579,Denmark
HCOV-19_ENGLAND_20200316_EPI_ISL_418711,0.272209891068417,Ecuador
HCOV-19_CONGO_20200320_EPI_ISL_417950,0.272842433448521,United Kingdom
HCOV-19_ENGLAND_20200315_EPI_ISL_418677,0.273009001061998,United Kingdom
HCOV-19_ENGLAND_20200316_EPI_ISL_418678,0.273095270785352,United Kingdom
HCOV-19_ICELAND_20200314_EPI_ISL_417659,0.273231941895316,United Kingdom
HCOV-19_ICELAND_20200317_EPI_ISL_417584,0.273583876085797,United Kingdom
HCOV-19_ENGLAND_20200317_EPI_ISL_418295,0.273948119234022,United Kingdom
HCOV-19_BRAZIL_20200229_EPI_ISL_415128,0.27404750886035,United Kingdom
HCOV-19_PORTUGAL_20200316_EPI_ISL_418021,0.275381873846108,United Kingdom
HCOV-19_PORTUGAL_20200316_EPI_ISL_418020,0.27614957100507,United Kingdom
HCOV-19_SCOTLAND_20200309_EPI_ISL_415630,0.276257457479098,United Kingdom
HCOV-19_ENGLAND_20200325_EPI_ISL_418320,0.277271277892255,United Kingdom
HCOV-19_IRELAND_20200310_EPI_ISL_418582,0.27746646256289,United Kingdom
HCOV-19_AUSTRALIA_20200310_EPI_ISL_417394,0.278175960726431,United Kingdom
HCOV-19_AUSTRALIA_20200316_EPI_ISL_417409,0.278978934817791,United Kingdom
HCOV-19_NETHERLANDS_20200308_EPI_ISL_415478,0.279090939844177,United Kingdom
HCOV-19_AUSTRALIA_20200316_EPI_ISL_417410,0.279917233455545,United Kingdom
HCOV-19_ENGLAND_20200317_EPI_ISL_418680,0.279975572476671,United Kingdom
HCOV-19_USA_20200317_EPI_ISL_418977,0.280253876090967,United Kingdom
HCOV-19_CANADA_20200313_EPI_ISL_418858,0.282208140209948,United Kingdom
HCOV-19_USA_20200313_EPI_ISL_417498,0.283076834397008,United Kingdom
HCOV-19_ENGLAND_20200305_EPI_ISL_417268,0.284547282552854,United Kingdom
HCOV-19_AUSTRALIA_20200310_EPI_ISL_417399,0.284673793727515,United Kingdom
HCOV-19_FINLAND_20200303_EPI_ISL_413603,0.287099040092027,United Kingdom
HCOV-19_ENGLAND_20200311_EPI_ISL_418669,0.287381366573733,United Kingdom
HCOV-19_USA_20200227_EPI_ISL_413025,0.289239477212493,United Kingdom
HCOV-19_ENGLAND_20200310_EPI_ISL_418676,0.289528316606458,United Kingdom
HCOV-19_ENGLAND_20200225_EPI_ISL_414009,0.289754827558047,United Kingdom
HCOV-19_ENGLAND_20200317_EPI_ISL_418707,0.290214570481997,United Kingdom
HCOV-19_SPAIN_20200228_EPI_ISL_418243,0.291497191583735,United Kingdom
HCOV-19_TAIWAN_20200313_EPI_ISL_417522,0.292252695394515,United Kingdom
HCOV-19_ENGLAND_20200308_EPI_ISL_417291,0.292727640012404,United Kingdom
HCOV-19_BRAZIL_20200304_EPI_ISL_416032,0.293472186380851,United Kingdom
HCOV-19_ICELAND_20200316_EPI_ISL_417672,0.294180696086869,United Kingdom
HCOV-19_BRAZIL_20200228_EPI_ISL_413016,0.294226943515102,United Kingdom
HCOV-19_ENGLAND_20200303_EPI_ISL_417246,0.294260181431208,United Kingdom
HCOV-19_ENGLAND_20200226_EPI_ISL_414011,0.29539120426625,United Kingdom
HCOV-19_LUXEMBOURG_20200318_EPI_ISL_417528,0.295652937590317,United Kingdom
HCOV-19_ICELAND_20200317_EPI_ISL_417541,0.296573505977576,United Kingdom
HCOV-19_ICELAND_20200317_EPI_ISL_417540,0.296580121164742,United Kingdom
HCOV-19_ICELAND_20200313_EPI_ISL_417801,0.297834709737348,United Kingdom
HCOV-19_ICELAND_20200317_EPI_ISL_417603,0.299655225641867,United Kingdom
HCOV-19_ICELAND_20200316_EPI_ISL_417825,0.30078348123918,United Kingdom
HCOV-19_NETHERLANDS_20200306_EPI_ISL_414451,0.301319329225082,United Kingdom
HCOV-19_NETHERLANDS_20200310_EPI_ISL_415492,0.301555362860357,United Kingdom
HCOV-19_NETHERLANDS_20200309_EPI_ISL_415512,0.303082289788127,United Kingdom
HCOV-19_BELGIUM_20200307_EPI_ISL_417009,0.303330771455581,United Kingdom
HCOV-19_BELGIUM_20200307_EPI_ISL_417008,0.303665822747454,United Kingdom
HCOV-19_PORTUGAL_20200312_EPI_ISL_418005,0.303908879838954,United Kingdom
HCOV-19_SPAIN_20200309_EPI_ISL_417975,0.305567227825014,United Kingdom
HCOV-19_NETHERLANDS_20200306_EPI_ISL_414468,0.307631925802298,United Kingdom
HCOV-19_NETHERLANDS_20200312_EPI_ISL_415527,0.307895520332965,United Kingdom
HCOV-19_BELGIUM_20200309_EPI_ISL_418982,0.30826030753637,United Kingdom
HCOV-19_NETHERLANDS_20200313_EPI_ISL_415486,0.308283685396453,United Kingdom
HCOV-19_WALES_20200316_EPI_ISL_418149,0.30828823609782,United Kingdom
HCOV-19_NETHERLANDS_20200307_EPI_ISL_415491,0.308716699696341,United Kingdom
HCOV-19_AUSTRALIA_20200311_EPI_ISL_417405,0.308838337012586,United Kingdom
HCOV-19_IRELAND_20200310_EPI_ISL_418583,0.309067975987548,United Kingdom
HCOV-19_ICELAND_20200312_EPI_ISL_417696,0.31026164735532,United Kingdom
HCOV-19_ICELAND_20200312_EPI_ISL_417771,0.31026473219281,United Kingdom
HCOV-19_ICELAND_20200317_EPI_ISL_417568,0.310404856106421,United Kingdom
HCOV-19_ICELAND_20200317_EPI_ISL_417544,0.310593759862911,United Kingdom
HCOV-19_ICELAND_20200317_EPI_ISL_417548,0.310599280854585,United Kingdom
HCOV-19_ICELAND_20200316_EPI_ISL_417716,0.310677490175145,United Kingdom
HCOV-19_ICELAND_20200317_EPI_ISL_417558,0.311394813210364,United Kingdom
HCOV-19_ICELAND_20200314_EPI_ISL_417772,0.311620920131838,United Kingdom
HCOV-19_ICELAND_20200316_EPI_ISL_417750,0.311701240738506,United Kingdom
HCOV-19_ICELAND_20200318_EPI_ISL_417653,0.312466326744778,United Kingdom
HCOV-19_ICELAND_20200316_EPI_ISL_417822,0.31261116196417,United Kingdom
HCOV-19_ICELAND_20200318_EPI_ISL_417590,0.313154833652886,United Kingdom
HCOV-19_ICELAND_20200314_EPI_ISL_417655,0.313214578480351,United Kingdom
HCOV-19_SCOTLAND_20200310_EPI_ISL_415631,0.313244940240054,United Kingdom
HCOV-19_ICELAND_20200310_EPI_ISL_417732,0.31396258396125,United Kingdom
HCOV-19_AUSTRALIA_20200317_EPI_ISL_417408,0.315624742193848,United Kingdom
HCOV-19_USA_20200311_EPI_ISL_416675,0.316012871584981,United Kingdom
HCOV-19_ENGLAND_20200306_EPI_ISL_417289,0.316034778846819,United Kingdom
HCOV-19_USA_20200314_EPI_ISL_416723,0.316080520168191,United Kingdom
HCOV-19_USA_20200311_EPI_ISL_416646,0.31648849507025,United Kingdom
HCOV-19_ICELAND_20200317_EPI_ISL_417574,0.316543127119738,United Kingdom
HCOV-19_BELGIUM_20200314_EPI_ISL_417017,0.317006949537235,United Kingdom
HCOV-19_BELGIUM_20200315_EPI_ISL_417025,0.31749338719568,United Kingdom
HCOV-19_ENGLAND_20200307_EPI_ISL_417280,0.318355319780197,United Kingdom
HCOV-19_USA_20200314_EPI_ISL_417501,0.318565181083797,United Kingdom
HCOV-19_ENGLAND_20200307_EPI_ISL_416733,0.318656289043376,United Kingdom
HCOV-19_ENGLAND_20200325_EPI_ISL_418303,0.318886435563918,United Kingdom
HCOV-19_USA_20200312_EPI_ISL_417346,0.319668903030674,United Kingdom
HCOV-19_USA_20200318_EPI_ISL_417931,0.32106722552766,United Kingdom
HCOV-19_FRANCE_20200318_EPI_ISL_418432,0.321812185905684,United Kingdom
HCOV-19_PAKISTAN_20200304_EPI_ISL_417444,0.322873385821266,United Kingdom
HCOV-19_KUWAIT_20200302_EPI_ISL_416542,0.322935875556916,United Kingdom
HCOV-19_SHANDONG_20200119_EPI_ISL_408482,0.323067250084026,United Kingdom
HCOV-19_NEWZEALAND_20200227_EPI_ISL_413490,0.323515435377987,United Kingdom
HCOV-19_AUSTRALIA_20200306_EPI_ISL_417385,0.324174292915552,United Kingdom
HCOV-19_AUSTRALIA_20200305_EPI_ISL_417384,0.324386219579762,United Kingdom
HCOV-19_USA_20200306_EPI_ISL_414591,0.324668336988273,United Kingdom
HCOV-19_AUSTRALIA_20200311_EPI_ISL_417406,0.32677232245358,United Kingdom
HCOV-19_AUSTRALIA_20200228_EPI_ISL_412975,0.328195667367477,United Kingdom
HCOV-19_AUSTRALIA_20200303_EPI_ISL_413600,0.328737580935357,United Kingdom
HCOV-19_NETHERLANDS_20200306_EPI_ISL_414558,0.330389562441788,United Kingdom
HCOV-19_CANADA_20200301_EPI_ISL_415581,0.330769044066449,United Kingdom
HCOV-19_CANADA_20200303_EPI_ISL_418824,0.331423721031241,United Kingdom
HCOV-19_CANADA_20200308_EPI_ISL_418322,0.3317667703374,United Kingdom
HCOV-19_CANADA_20200314_EPI_ISL_418323,0.331905814863085,United Kingdom
HCOV-19_AUSTRALIA_20200229_EPI_ISL_413214,0.332213826226051,United Kingdom
HCOV-19_AUSTRALIA_20200308_EPI_ISL_417393,0.332683822430966,United Kingdom
HCOV-19_AUSTRALIA_20200303_EPI_ISL_417383,0.332732868321071,United Kingdom
HCOV-19_AUSTRALIA_20200304_EPI_ISL_413599,0.333682535531637,United Kingdom
HCOV-19_AUSTRALIA_20200308_EPI_ISL_417391,0.333932055262063,United Kingdom
HCOV-19_AUSTRALIA_20200309_EPI_ISL_417389,0.334346133576404,United Kingdom
HCOV-19_AUSTRALIA_20200311_EPI_ISL_417398,0.33527355863975,United Kingdom
HCOV-19_AUSTRALIA_20200304_EPI_ISL_417386,0.336223875148807,United Kingdom
HCOV-19_AUSTRALIA_20200229_EPI_ISL_414414,0.336886487763472,United Kingdom
HCOV-19_ENGLAND_20200227_EPI_ISL_414008,0.33700796693848,United Kingdom
HCOV-19_SHANGHAI_20200208_EPI_ISL_416382,0.337386385719459,United Kingdom
HCOV-19_SHANGHAI_20200215_EPI_ISL_416407,0.337633155198657,United Kingdom
HCOV-19_SHANGHAI_20200215_EPI_ISL_416406,0.338775852396746,United Kingdom
HCOV-19_SHANGHAI_20200130_EPI_ISL_416331,0.339271189172144,United Kingdom
HCOV-19_SHANGHAI_20200207_EPI_ISL_416373,0.339400268760749,United Kingdom
HCOV-19_WUHAN_20200118_EPI_ISL_412981,0.339863898267484,United Kingdom
HCOV-19_CANADA_20200311_EPI_ISL_418324,0.34010358832127,United Kingdom
HCOV-19_USA_20200229_EPI_ISL_414476,0.340381628261846,United Kingdom
HCOV-19_CANADA_20200311_EPI_ISL_418832,0.340982826207308,United Kingdom
HCOV-19_TAIWAN_20200314_EPI_ISL_417524,0.341923699126866,United Kingdom
HCOV-19_TAIWAN_20200313_EPI_ISL_417523,0.342032350271013,United Kingdom
HCOV-19_GERMANY_20200302_EPI_ISL_414520,0.342120335355226,United Kingdom
HCOV-19_ENGLAND_20200228_EPI_ISL_414522,0.342521540700652,United Kingdom
HCOV-19_TAIWAN_20200310_EPI_ISL_417521,0.343240297053152,United Kingdom
HCOV-19_TAIWAN_20200226_EPI_ISL_415741,0.343535893522714,United Kingdom
HCOV-19_TAIWAN_20200305_EPI_ISL_417519,0.343603906645695,United Kingdom
HCOV-19_TAIWAN_20200309_EPI_ISL_417520,0.343942850451973,United Kingdom
HCOV-19_KUWAIT_20200302_EPI_ISL_416541,0.344038576634987,United Kingdom
HCOV-19_KUWAIT_20200302_EPI_ISL_416543,0.344465289826088,United Kingdom
HCOV-19_AUSTRALIA_20200302_EPI_ISL_413597,0.344620896092772,United Kingdom
HCOV-19_AUSTRALIA_20200229_EPI_ISL_413213,0.346647019731449,United Kingdom
HCOV-19_AUSTRALIA_20200228_EPI_ISL_413595,0.347259303512913,United Kingdom
HCOV-19_NORWAY_20200226_EPI_ISL_417484,0.347963707319122,United Kingdom
HCOV-19_AUSTRALIA_20200302_EPI_ISL_416412,0.348609931174729,United Kingdom
HCOV-19_KUWAIT_20200302_EPI_ISL_416458,0.348811593730968,United Kingdom
HCOV-19_WUHAN_20191230_EPI_ISL_402130,0.349264660290645,United Kingdom
HCOV-19_JINGZHOU_20200108_EPI_ISL_412459,0.349385539114442,United Kingdom
HCOV-19_SHANGHAI_20200205_EPI_ISL_416376,0.34992034076408,United Kingdom
HCOV-19_SHANGHAI_20200209_EPI_ISL_416404,0.350164033835931,United Kingdom
HCOV-19_USA_20200121_EPI_ISL_404253,0.350721516718727,United Kingdom
HCOV-19_HANGZHOU_20200203_EPI_ISL_418990,0.350850162151309,United Kingdom
HCOV-19_GERMANY_20200128_EPI_ISL_406862,0.351316803627864,United Kingdom
HCOV-19_SHANGHAI_20200206_EPI_ISL_416334,0.352375771139599,United Kingdom
HCOV-19_ITALY_20200301_EPI_ISL_417418,0.352454645602679,United Kingdom
HCOV-19_ITALY_20200301_EPI_ISL_417419,0.352547344753077,United Kingdom
HCOV-19_ICELAND_20200316_EPI_ISL_417831,0.352690900365741,United Kingdom
HCOV-19_SPAIN_20200309_EPI_ISL_417972,0.353435064280767,United Kingdom
HCOV-19_FRANCE_20200304_EPI_ISL_416494,0.35344734347112,United Kingdom
HCOV-19_SWITZERLAND_20200224_EPI_ISL_413996,0.353798465734567,United Kingdom
HCOV-19_LUXEMBOURG_20200318_EPI_ISL_417533,0.354706472450462,United Kingdom
HCOV-19_LUXEMBOURG_20200318_EPI_ISL_417530,0.355231355335506,United Kingdom
HCOV-19_LUXEMBOURG_20200318_EPI_ISL_417529,0.356056585508517,United Kingdom
HCOV-19_CANADA_20200311_EPI_ISL_418834,0.356223061472624,United Kingdom
HCOV-19_CANADA_20200313_EPI_ISL_418856,0.357043771306667,United Kingdom
HCOV-19_DENMARK_20200302_EPI_ISL_416153,0.35742617755439,United Kingdom
HCOV-19_ICELAND_20200313_EPI_ISL_417711,0.358282952687866,United Kingdom
HCOV-19_CANADA_20200313_EPI_ISL_418857,0.35842359494242,United Kingdom
HCOV-19_CANADA_20200310_EPI_ISL_418839,0.359464693633851,United Kingdom
HCOV-19_ICELAND_20200313_EPI_ISL_417803,0.360314533663705,United Kingdom
HCOV-19_FRANCE_20200226_EPI_ISL_414624,0.360387894745621,United Kingdom
HCOV-19_ICELAND_20200305_EPI_ISL_417851,0.360436794711159,United Kingdom
HCOV-19_ITALY_20200303_EPI_ISL_413489,0.361291863713493,United Kingdom
HCOV-19_USA_20200316_EPI_ISL_416832,0.361882128539941,United Kingdom
HCOV-19_CZECHREPUBLIC_202002_EPI_ISL_416742,0.362453631789123,United Kingdom
HCOV-19_SWITZERLAND_20200307_EPI_ISL_415708,0.362808785483098,United Kingdom
HCOV-19_ICELAND_20200317_EPI_ISL_417592,0.363499804644266,United Kingdom
HCOV-19_SOUTHAFRICA_20200307_EPI_ISL_417186,0.363910828128463,United Kingdom
HCOV-19_FRANCE_20200322_EPI_ISL_419187,0.364471056204116,United Kingdom
HCOV-19_CANADA_20200308_EPI_ISL_418355,0.364880755911391,United Kingdom
HCOV-19_BELGIUM_20200305_EPI_ISL_418796,0.365200990247034,United Kingdom
HCOV-19_ITALY_20200323_EPI_ISL_419254,0.36522225566054,United Kingdom
HCOV-19_ITALY_20200220_EPI_ISL_412973,0.366115804055508,United Kingdom
HCOV-19_SENEGAL_20200310_EPI_ISL_418210,0.366532319459551,United Kingdom
HCOV-19_SENEGAL_20200312_EPI_ISL_418213,0.366858827129446,United Kingdom
HCOV-19_SENEGAL_20200311_EPI_ISL_418211,0.366860655101847,United Kingdom
HCOV-19_SENEGAL_20200311_EPI_ISL_418212,0.368261728014775,United Kingdom
HCOV-19_BELGIUM_20200310_EPI_ISL_418793,0.368426538183355,United Kingdom
HCOV-19_BELGIUM_20200305_EPI_ISL_418792,0.368467417824492,United Kingdom
HCOV-19_BELGIUM_20200317_EPI_ISL_418629,0.368622761186997,United Kingdom
HCOV-19_ICELAND_20200312_EPI_ISL_417727,0.369621669609363,United Kingdom
HCOV-19_USA_20200311_EPI_ISL_418965,0.369804764902974,United Kingdom
HCOV-19_ENGLAND_20200318_EPI_ISL_418751,0.37102576484705,United Kingdom
HCOV-19_BELGIUM_20200301_EPI_ISL_415154,0.372311793836611,United Kingdom
HCOV-19_BELGIUM_20200303_EPI_ISL_416469,0.372455464734951,United Kingdom
HCOV-19_BELGIUM_20200303_EPI_ISL_415153,0.372928459002663,United Kingdom
HCOV-19_BELGIUM_20200301_EPI_ISL_415155,0.373397239030537,United Kingdom
HCOV-19_DENMARK_20200228_EPI_ISL_416143,0.373567875084226,United Kingdom
HCOV-19_USA_20200310_EPI_ISL_415601,0.373746322015395,United Kingdom
HCOV-19_USA_20200305_EPI_ISL_414594,0.375479587001349,United Kingdom
HCOV-19_USA_20200312_EPI_ISL_417198,0.377084521390976,United Kingdom
HCOV-19_DENMARK_20200301_EPI_ISL_416144,0.377766442050868,United Kingdom
HCOV-19_BRAZIL_20200229_EPI_ISL_414015,0.378313438317198,United Kingdom
HCOV-19_ENGLAND_20200303_EPI_ISL_417227,0.378712971596673,United Kingdom
HCOV-19_ENGLAND_20200304_EPI_ISL_417222,0.378760070356771,United Kingdom
HCOV-19_SPAIN_20200225_EPI_ISL_418251,0.378926597477508,United Kingdom
HCOV-19_SPAIN_20200226_EPI_ISL_418247,0.379302834180866,United Kingdom
HCOV-19_BELGIUM_20200303_EPI_ISL_417430,0.379667040541258,United Kingdom
HCOV-19_BELGIUM_20200304_EPI_ISL_418989,0.379921569679925,United Kingdom
HCOV-19_SPAIN_20200315_EPI_ISL_418860,0.379947709110653,United Kingdom
HCOV-19_ICELAND_20200311_EPI_ISL_417770,0.380134616078273,United Kingdom
HCOV-19_ICELAND_20200316_EPI_ISL_417766,0.380188117105366,United Kingdom
HCOV-19_ICELAND_20200313_EPI_ISL_417798,0.380478854339332,United Kingdom
HCOV-19_ICELAND_20200313_EPI_ISL_417744,0.38074023587638,United Kingdom
HCOV-19_FINLAND_20200313_EPI_ISL_418391,0.382109786672058,United Kingdom
HCOV-19_SPAIN_20200307_EPI_ISL_419235,0.383326300494947,United Kingdom
HCOV-19_ICELAND_20200316_EPI_ISL_417676,0.383638023188114,United Kingdom
HCOV-19_ICELAND_20200316_EPI_ISL_417824,0.383639670555414,United Kingdom
HCOV-19_ICELAND_20200313_EPI_ISL_417741,0.384332296783434,United Kingdom
HCOV-19_ICELAND_20200312_EPI_ISL_417790,0.384396224584911,United Kingdom
HCOV-19_ICELAND_20200318_EPI_ISL_417625,0.384876117826432,United Kingdom
HCOV-19_ICELAND_20200315_EPI_ISL_417680,0.386132381387778,United Kingdom
HCOV-19_ICELAND_20200313_EPI_ISL_417810,0.386273349523956,United Kingdom
HCOV-19_ICELAND_20200315_EPI_ISL_417712,0.387783732864086,United Kingdom
HCOV-19_ICELAND_20200317_EPI_ISL_417542,0.38862102253078,United Kingdom
HCOV-19_ICELAND_20200316_EPI_ISL_417774,0.388941354594954,United Kingdom
HCOV-19_ICELAND_20200313_EPI_ISL_417739,0.389112174713742,United Kingdom
HCOV-19_ICELAND_20200312_EPI_ISL_417786,0.390080117896212,United Kingdom
HCOV-19_ICELAND_20200316_EPI_ISL_417709,0.390504187232501,United Kingdom
HCOV-19_ICELAND_20200317_EPI_ISL_417597,0.390673193726082,United Kingdom
HCOV-19_ICELAND_20200313_EPI_ISL_417745,0.39077202622921,United Kingdom
HCOV-19_PORTUGAL_20200315_EPI_ISL_418009,0.390841296974533,United Kingdom
HCOV-19_SPAIN_20200312_EPI_ISL_417967,0.39162214274545,United Kingdom
HCOV-19_USA_20200315_EPI_ISL_416489,0.391872024064802,United Kingdom
HCOV-19_ICELAND_20200316_EPI_ISL_417820,0.392968628509777,United Kingdom
HCOV-19_ICELAND_20200318_EPI_ISL_417639,0.393439321468759,United Kingdom
HCOV-19_ICELAND_20200316_EPI_ISL_417814,0.393878766148813,United Kingdom
HCOV-19_AUSTRALIA_20200313_EPI_ISL_417402,0.394527301852297,United Kingdom
HCOV-19_HUNGARY_20200317_EPI_ISL_416426,0.394601536708966,United Kingdom
HCOV-19_SPAIN_20200312_EPI_ISL_417954,0.395061137786612,United Kingdom
HCOV-19_FINLAND_20200314_EPI_ISL_418410,0.395637426449304,United Kingdom
HCOV-19_ICELAND_20200317_EPI_ISL_417609,0.396037553986259,United Kingdom
HCOV-19_SPAIN_20200311_EPI_ISL_417956,0.396653422016857,United Kingdom
HCOV-19_SPAIN_20200312_EPI_ISL_417957,0.398247885430391,United Kingdom
HCOV-19_SPAIN_20200312_EPI_ISL_417963,0.398755233709953,United Kingdom
HCOV-19_ITALY_20200304_EPI_ISL_417923,0.398861468420511,United Kingdom
HCOV-19_BELGIUM_20200302_EPI_ISL_418986,0.399011294063844,United Kingdom
HCOV-19_HUNGARY_20200317_EPI_ISL_418183,0.399015057368173,United Kingdom
HCOV-19_SPAIN_20200309_EPI_ISL_417978,0.399231433228858,United Kingdom
HCOV-19_GEORGIA_20200316_EPI_ISL_416481,0.400402341559136,United Kingdom
HCOV-19_SPAIN_20200304_EPI_ISL_417010,0.401588304254433,United Kingdom
HCOV-19_SWITZERLAND_20200227_EPI_ISL_414019,0.40270868301873,United Kingdom
HCOV-19_SWITZERLAND_20200227_EPI_ISL_414020,0.402806780781557,United Kingdom
HCOV-19_BELGIUM_20200302_EPI_ISL_416470,0.403406398879127,United Kingdom
HCOV-19_ICELAND_20200317_EPI_ISL_417556,0.405000978742524,United Kingdom
HCOV-19_ICELAND_20200311_EPI_ISL_417691,0.405028410487555,United Kingdom
HCOV-19_BRAZIL_20200229_EPI_ISL_414016,0.406166304904439,United Kingdom
HCOV-19_AUSTRALIA_20200311_EPI_ISL_417032,0.406448419410928,United Kingdom
HCOV-19_ITALY_20200314_EPI_ISL_418255,0.407104671904779,United Kingdom
HCOV-19_NETHERLANDS_20200309_EPI_ISL_415460,0.407785608543786,United Kingdom
HCOV-19_NETHERLANDS_20200312_EPI_ISL_415525,0.408495828003678,United Kingdom
HCOV-19_BELGIUM_20200309_EPI_ISL_418985,0.409556996694528,United Kingdom
HCOV-19_NETHERLANDS_20200309_EPI_ISL_415480,0.410038000716739,United Kingdom
HCOV-19_CANADA_20200315_EPI_ISL_418354,0.411344968955553,United Kingdom
HCOV-19_USA_20200318_EPI_ISL_417933,0.411585601054743,United Kingdom
HCOV-19_BELGIUM_20200306_EPI_ISL_417425,0.413248508519529,United Kingdom
HCOV-19_IRELAND_20200308_EPI_ISL_418581,0.413279604431438,United Kingdom
HCOV-19_BELGIUM_20200304_EPI_ISL_417422,0.414119008286003,United Kingdom
HCOV-19_PORTUGAL_20200312_EPI_ISL_418004,0.415261685592657,United Kingdom
HCOV-19_BELGIUM_20200322_EPI_ISL_418651,0.415324047792216,United Kingdom
HCOV-19_BELGIUM_20200313_EPI_ISL_417015,0.416078436140231,United Kingdom
HCOV-19_NETHERLANDS_20200306_EPI_ISL_414470,0.416146958297388,United Kingdom
HCOV-19_PORTUGAL_20200313_EPI_ISL_418008,0.416481208534035,United Kingdom
HCOV-19_CHILE_20200305_EPI_ISL_414580,0.416804421826343,United Kingdom
HCOV-19_USA_20200323_EPI_ISL_418889,0.417425930727615,United Kingdom
HCOV-19_USA_20200313_EPI_ISL_418056,0.417594229880135,United Kingdom
HCOV-19_USA_20200313_EPI_ISL_417362,0.417852775914223,United Kingdom
HCOV-19_FRANCE_20200317_EPI_ISL_418426,0.418017048105854,United Kingdom
HCOV-19_ITALY_20200317_EPI_ISL_418257,0.418367094460271,United Kingdom
